year,category,full_name,show,won
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MAX MINGHELLA,THE HANDMAID'S TALE,FALSE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,NINA KIRI,THE HANDMAID'S TALE,FALSE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,O-T FAGBENLE,THE HANDMAID'S TALE,FALSE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,SYDNEY SWEENEY,THE HANDMAID'S TALE,FALSE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,YVONNE STRAHOVSKI,THE HANDMAID'S TALE,FALSE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,CHRIS SULLIVAN,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISSY METZ,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,ERIS BAKER,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,FAITHE HERMAN ,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,HANNAH ZEILE,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,JON HUERTAS,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,JUSTIN HARTLEY,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,LYRIC ROSS,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MACKENZIE HANCSICSAK,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MANDY MOORE,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MELANIE LIBURD,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MILO VENTIMIGLIA,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,NILES FITCH,THIS IS US,FALSE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,STERLING K. BROWN,THIS IS US,TRUE
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,SUSAN KELECHI WATSON,THIS IS US,TRUE
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,ALISON BRIE,GLOW,FALSE
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,JANE FONDA,GRACE AND FRANKIE,FALSE
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,LILY TOMLIN,GRACE AND FRANKIE,FALSE
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,ALEX BORSTEIN,THE MARVELOUS MRS. MAISEL,FALSE
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,RACHEL BROSNAHAN,THE MARVELOUS MRS. MAISEL,TRUE
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,ROBIN WRIGHT ,HOUSE OF CARDS,FALSE
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,SANDRA OH,KILLING EVE,TRUE
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,JULIA GARNER,OZARK,FALSE
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,LAURA LINNEY,OZARK,FALSE
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,ELISABETH MOSS,THE HANDMAID'S TALE,FALSE
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,LADY GAGA,A STAR IS BORN ,FALSE
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,MELISSA MCCARTHY,CAN YOU EVER FORGIVE ME?,FALSE
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,EMILY BLUNT,MARY POPPINS RETURNS,FALSE
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,OLIVIA COLMAN,THE FAVOURITE,FALSE
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,GLENN CLOSE,THE WIFE,TRUE
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,EMILY BLUNT,A QUIET PLACE,TRUE
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,MARGOT ROBBIE,MARY QUEEN OF SCOTS,FALSE
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,EMMA STONE,THE FAVOURITE,FALSE
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,RACHEL WEISZ,THE FAVOURITE,FALSE
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,AMY ADAMS,VICE,FALSE
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),PATRICIA ARQUETTE ,ESCAPE AT DANNEMORA,TRUE
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),EMMA STONE,MANIAC,FALSE
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),AMY ADAMS,SHARP OBJECTS,FALSE
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),PATRICIA CLARKSON,SHARP OBJECTS,FALSE
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),PENÉLOPE CRUZ,THE ASSASSINATION OF GIANNI VERSACE: AMERICAN CRIME STORY,FALSE
2019 - 25th Annual,MALE IN A COMEDY SERIES,BILL HADER,BARRY,FALSE
2019 - 25th Annual,MALE IN A COMEDY SERIES,HENRY WINKLER ,BARRY,FALSE
2019 - 25th Annual,MALE IN A COMEDY SERIES,ALAN ARKIN,THE KOMINSKY METHOD ,FALSE
2019 - 25th Annual,MALE IN A COMEDY SERIES,MICHAEL  DOUGLAS,THE KOMINSKY METHOD,FALSE
2019 - 25th Annual,MALE IN A COMEDY SERIES,TONY SHALHOUB,THE MARVELOUS MRS. MAISEL,TRUE
2019 - 25th Annual,MALE IN A DRAMA SERIES,BOB ODENKIRK ,BETTER CALL SAUL,FALSE
2019 - 25th Annual,MALE IN A DRAMA SERIES,JASON BATEMAN ,OZARK,TRUE
2019 - 25th Annual,MALE IN A DRAMA SERIES,JOSEPH FIENNES,THE HANDMAID'S TALE,FALSE
2019 - 25th Annual,MALE IN A DRAMA SERIES,STERLING K. BROWN,THIS IS US,FALSE
2019 - 25th Annual,MALE IN A DRAMA SERIES,JOHN KRASINSKI,TOM CLANCY'S JACK RYAN,FALSE
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,BRADLEY COOPER,A STAR IS BORN ,FALSE
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,JOHN DAVID WASHINGTON,BLACKKKLANSMAN,FALSE
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,RAMI MALEK,BOHEMIAN RHAPSODY,TRUE
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,VIGGO MORTENSEN,GREEN BOOK,FALSE
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,CHRISTIAN BALE,VICE,FALSE
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,SAM ELLIOTT,A STAR IS BORN,FALSE
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,TIMOTHÉE CHALAMET,BEAUTIFUL BOY ,FALSE
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,ADAM DRIVER,BLACKKKLANSMAN,FALSE
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,RICHARD E. GRANT,CAN YOU EVER FORGIVE ME?,FALSE
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,MAHERSHALA ALI,GREEN BOOK,TRUE
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),HUGH GRANT,A VERY ENGLISH SCANDAL,FALSE
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),ANTONIO BANDERAS,GENIUS: PICASSO,FALSE
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),ANTHONY HOPKINS,KING LEAR,FALSE
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),DARREN CRISS,THE ASSASSINATION OF GIANNI VERSACE: AMERICAN CRIME STORY,TRUE
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),BILL PULLMAN,THE SINNER,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,GLOW,TRUE
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,MARVEL'S DAREDEVIL,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,THE WALKING DEAD,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,TOM CLANCY'S JACK RYAN,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,WESTWORLD,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,ANT-MAN AND THE WASP,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,AVENGERS: INFINITY WAR,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,BLACK PANTHER,TRUE
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,MISSION: IMPOSSIBLE FALLOUT,FALSE
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE BALLAD OF BUSTER SCRUGGS,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ALLISON WILLIAMS,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,BRADLEY WHITFORD,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,CALEB LANDRY JONES,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,CAREY MULLIGAN,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,CATHERINE KEENER,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,DANIEL KALUUYA,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,LAKEITH STANFIELD,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,STEPHEN ROOT,GET OUT,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,BEANIE FELDSTEIN,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,JORDAN RODRIGUES,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,LAURIE METCALF,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,LOIS SMITH,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,LUCAS HEDGES,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,MARIELLE SCOTT,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ODEYA RUSH,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,SAOIRSE RONAN,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,STEPHEN MCKINLEY HENDERSON,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,TIMOTHÉE CHALAMET,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,TRACY LETTS,LADY BIRD,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,,MUDBOUND,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,GARRETT HEDLUND,MUDBOUND,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,JASON CLARKE,MUDBOUND,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,JASON MITCHELL,MUDBOUND,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,JONATHAN BANKS,MUDBOUND,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,MARY J. BLIGE,MUDBOUND,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ROB MORGAN,MUDBOUND,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ADEEL AKHTAR,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ANUPAM KHER,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,HOLLY HUNTER,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,KUMAIL NANJIANI,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,RAY ROMANO,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ZENOBIA SHROFF,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ZOE KAZAN,THE BIG SICK,FALSE
2018 - 24th Annual,CAST IN A MOTION PICTURE,,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ABBIE CORNISH,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,CALEB LANDRY JONES,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,CLARKE PETERS,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,FRANCES MCDORMAND,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,JOHN HAWKES,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,LUCAS HEDGES,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,PETER DINKLAGE,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,SAM ROCKWELL,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,SAMARA WEAVING,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,WOODY HARRELSON,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,CAST IN A MOTION PICTURE,ŽELJKO IVANEK,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ANTHONY ANDERSON,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DEON COLE,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JEFF MEACHUM,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JENIFER LEWIS,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LAURENCE FISHBURNE,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARCUS SCRIBNER,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARSAI MARTIN,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MILES BROWN,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,PETER MACKENZIE,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TRACEE ELLIS ROSS,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,YARA SHAHIDI,BLACK-ISH,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,CURB YOUR ENTHUSIASM,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CHERYL HINES,CURB YOUR ENTHUSIASM,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JB SMOOVE,CURB YOUR ENTHUSIASM,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JEFF GARLIN,CURB YOUR ENTHUSIASM,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LARRY DAVID,CURB YOUR ENTHUSIASM,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SUSIE ESSMAN,CURB YOUR ENTHUSIASM,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TED DANSON,CURB YOUR ENTHUSIASM,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ALISON BRIE,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BASHIR SALAHUDDIN,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BETTY GILPIN,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BRITNEY YOUNG,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BRITT BARON,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CHRIS LOWELL,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ELLEN WONG,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,GAYLE RANKIN,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JACKIE TOHN,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KATE NASH,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KIA STEVENS,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KIMMY GATEWOOD,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARC MARON,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARIANNA PALKA,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,REBEKKA JOHNSON,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,RICH SOMMER,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SUNITA MANI,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SYDELLE NOEL,GLOW,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ABIGAIL SAVAGE,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ADRIENNE C. MOORE,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ANNIE GOLDEN,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ASIA KATE DILLON,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BETH DOVER,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BRAD WILLIAM HENKE,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CONSTANCE SHULMAN,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DALE SOULES,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DANIELLA DE JESUS,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DANIELLE BROOKS,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DASCHA POLANCO,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DIANE GUERRERO,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ELIZABETH RODRIGUEZ,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EMILY ALTHAUS,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EMILY TARVER,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EMMA MYLES,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EVAN ARTHUR HALL,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,FRANCESCA CURRAN,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JACKIE CRUZ,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JESSICA PIMENTEL,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN PALLADINO,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JOLENE PURDY,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE LAKE,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KATE MULGREW,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KELLY KARBACZ,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KIMIKO GLENN,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LAURA GOMEZ,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LAURA PREPON,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LEA DELARIA,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LIN TUCCI,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MATT PETERS,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL J. HARNEY,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL TORPEY,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MIKE HOUSTON,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MIRIAM MORALES,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NATASHA LYONNE,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NICK DILLENBURG,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NICK SANDOW,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ROSAL COLON,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SELENIS LEYVA,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TARYN MANNING,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TAYLOR SCHILLING,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,UZO ADUBA,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,VICKY JEUDY,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,YAEL STONE,ORANGE IS THE NEW BLACK,FALSE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ANNA CHLUMSKY,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CLEA DUVALL,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DAN BAKKEDAHL,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,GARY COLE,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN DUNN,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARGARET COLIN,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MATT WALSH,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NELSON FRANKLIN,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL SCHEER,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,REID SCOTT,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SAM RICHARDSON,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH SUTHERLAND,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TIMOTHY SIMONS,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,VEEP,TRUE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,AIDAN GILLEN,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,ALFIE ALLEN,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,ANTON LESSER,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,CONLETH HILL,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,EMILIA CLARKE,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,GWENDOLINE CHRISTIE,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,HAFBOR JULIUS BJORNSSON,GAME OF THRONES,FALSE
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,GAME OF THRONES,FALSE
